"Отметка времени","If you weren't on master; what branch were you on? Please use the full code name of the branch, not short hand. The 'origin/' isn't needed.","What is the highest role you have in the team?","Who are you? Please use your discord name starting with a capital letter without the numbers. Don't use your server nickname.","Was this an observer game?","If this game was NOT an observer, which nation did you play? Please use the tag of the nation in capital letters.","If you did switch to any other nation, who was it? Please use the tag of the nation in capital letters. Note this is only if you legally switched, console commands don't count here.","When did you play to? Note that if you didn't play until the end of the Weltkrieg it doesn't count towards the two games per month minimum.","When in real life did you start this game?","Did you crash?","If you did crash...","Were you in single-player or multi-player?","Who won the Spanish Civil War? If one side is close to winning put them down.","When did the Spanish Civil War end?","Who won the Indochinese civil war? If one side is close to winning put them down.","When did the Indochinese civil war end?","If the American Civil War was a two-way, who won it?","If the American Civil War was a three-way, who won it?","If MacArthur retreated EAST, who won the ACW?","If MacArthur retreated WEST, who won the ACW?","If MacArthur did NOT retreat, who won the ACW?","When did the American Civil War end?","Did Canada intervene in the ACW?","When did the 2nd Weltkrieg start?","If the 2nd Weltkrieg did not start in 1939...","Who won the French-German part of the 2nd Weltkrieg? If one side is close to winning put them down.","If Russia was socialist, who won the Russo-German part of the 2nd Weltkrieg? If one side is close to winning put them down.","If Russia was NOT socialist, who won the Russo-German part of the 2nd Weltkrieg? If one side is close to winning put them down.","If the Reichspakt lost the 2nd Weltkrieg, when did they fall?","If the Internationale lost the 2nd Weltkrieg, when did France fall?","If the Internationale lost the 2nd Weltkrieg, when did Britain fall?","If Russia lost the 2nd Weltkrieg, when did they fall?","Did the Entente collapse?","If the Entente is alive, when did it join the Weltkrieg?","If Canada was defeated, when did they fall?","If Canada was defeated, who caused it?","If National France was defeated, when did they fall?","If National France was defeated, who did it?","If Austria is alive, when did it join the Weltkrieg?","If Austria intervened in the Weltkrieg and lost, when did they fall?","If the Pact won against Bulgaria, when did they attack Austria?","Did the Belgrade Pact win against Austria?","Did National France land on the mainland?","Did Canada land on Britain?","Who controls most of the Italian peninsula?","Who won the Argentinian-Chilean war? If one side is close to winning put them down.","When did the Argentinian-Chilean War end?","Who won the Argentinian-Brazilian war? If one side is close to winning put them down.","Who won the Fourth Balkan War? If one side is close to winning put them down.","If the Ottomans went Kemalist and Russia DID NOT intervene against them, who won the War in the Desert? If one side is close to winning, put them down.","If the Ottomans went Federalist and Russia DID NOT intervene against them, who won the War in the Desert? If one side is close to winning, put them down.","If the Ottomans went Kemalist and Russia DID intervene against them, who won the War in the Desert? If one side is close to winning, put them down.","If the Ottomans went Federalist and Russia DID intervene against them, who won the War in the Desert? If one side is close to winning, put them down.","Did Azerbaijan join the Ottomans against Persia?","Which tags revolted against the Ottomans during the course of the game? Check all that apply.","Who controls most of the Indian subcontinent?","Did the Netherlands go socialist?","Did Japan go to war with Russia?","Did Japan go to war with Qing?","Did Japan attack Fengtian?","Who united China?","How far did Japan push into China (if they attacked)?","Who won the Xinjiang Civil War?","When did the Xinjiang Civil War end?","Who won the Northwestern War?","When did the Northwestern War end?","Who was the victor of the League War?","When did the League War end?","If someone intervened in the League War, who was it?"
"2022/04/10 10:37:25 PM GMT+4","","Dev","The Alpha Dog","Yes","","","1944","2022-04-10","No","","Single-player","Kingdom of Spain","1938","Indochina","1938","","","","","","","Yes, declared war on CSA","1939","","Reichspakt","","","","1943","1943","","No","1940","","","","","1942","","1942","No","Yes, successfully","Yes, successfully","Sardinia","Chile","1938","","The Pact","The Ottoman Empire","","","","No","Cyprus;Armenia;Cyrenaica","Bharatiya Commune","Yes","No","Yes, Japan started the war","Yes","Nobody","","","","Mongolia and Tibet","1944","Left Kuomintang","1937",""
"2022/04/10 10:37:36 PM GMT+4","","Dev","The Alpha Dog","Yes","","","1944","2022-04-10","No","","Single-player","CNT-FAI","1939","Indochina","1938","","","","","USA","1939","Yes, sided with USA","1939","","","","Reichspakt","","","1943","","No","1940","","","","","1940","","1940","No","Yes, was repelled","Yes, successfully","Two Sicilies","Chile","1937","","The Pact","The Ottoman Empire","","","","Yes, and OTT won the war","Kurdistan;Cyprus;Armenia;Tripolitania","Puppeted by a foreign power","No","Yes, someone else started the war","No","No","Nobody","","Republic of East Turkestan","1937","Mongolia and Tibet","1940","Nanjing Clique","1936",""
"2022/04/10 10:37:47 PM GMT+4","","Dev","The Alpha Dog","Yes","","","1945","2022-04-10","No","","Single-player","CNT-FAI","1937","Indochina","1937","","","","NEE","","1942","Yes, sided with PSA","1939","","Reichspakt","","Russia","1939","1942","","","No","1940","","","1941","Internationale (not France)","1939","1940","1939","Yes, during or after WK2","No","No","ANI Italy","Chile","1938","","The Pact","The Cairo Pact","","","","Yes, but OTT still lost the war","Iraq;Cyprus;Armenia;Tripolitania;Cyrenaica","Dominion of India","Yes","No","No","No","Nobody","","","","Ma Clique","1945","Left Kuomintang","1937",""
"2022/04/10 10:37:58 PM GMT+4","","Dev","The Alpha Dog","Yes","","","1945","2022-04-10","No","","Single-player","Kingdom of Spain","1939","Indochina","1937","","","","NEE","","1940","Yes, sided with PSA","1939","","Reichspakt","","Reichspakt","","1941","1941","","No","1940","","","","","1941","","1941","No","Yes, successfully","Yes, successfully","Two Sicilies","Chile","1939","","The Pact","The Ottoman Empire","","","","Yes, and OTT won the war","Hejaz;Kurdistan;Assyria;Cyprus;Armenia;Tripolitania;Cyrenaica","Princely Federation/Hyderabad","No","Yes, someone else started the war","No","No","Nobody","Pushed back (with or without the Fading Sun)","","","Mongolia and Tibet","1938","Nanjing Clique","1936",""
"2022/04/11 7:54:42 PM GMT+4","","Dev","Pelmen","Yes","","","1944","2022-04-11","No","","Single-player","CNT-FAI","1944","Indochina","1936","","USA","","","","1939","Yes, declared war on CSA","1939","","Internationale","","Russia","1941","","","","No","1940","","","1941","Internationale (not France)","1939","1941","1940","Yes, during or after WK2","No","Yes, was repelled","Socialist Republic of Italy","Chile","1938","Argentina","The Pact","The Ottoman Empire","","","","Yes, and OTT won the war","Cyprus;Armenia;Tripolitania;Cyrenaica","Bharatiya Commune","No","Yes, Russia started the war","No","No","Nobody","","Republic of East Turkestan","1940","Mongolia and Tibet","1938","Nanjing Clique","1936",""
"2022/04/11 7:54:57 PM GMT+4","","Dev","Pelmen","Yes","","","1944","2022-04-11","No","","Single-player","Kingdom of Spain","1939","Indochina","1936","","","","CSA","","1943","Yes, sided with PSA","1939","","Internationale","","Russia","1940","","","","Yes, during or after WK2","1940","1943","CSA","1941","Internationale (not France)","1939","1940","1940","Yes, during or after WK2","No","Yes, was repelled","Socialist Republic of Italy","Chile","1938","","The Pact","","","","The Cairo Pact","No","Assyria;Armenia;Cyrenaica","Bharatiya Commune","Yes","Yes, Russia started the war","Yes, Japan started the war","No","Nobody","","Republic of East Turkestan","1938","Mongolia and Tibet","1940","Left Kuomintang","1936",""
"2022/04/11 7:55:10 PM GMT+4","","Dev","Pelmen","Yes","","","1944","2022-04-11","No","","Single-player","CNT-FAI","1939","Indochina","1936","","","","","TEX","1942","Yes, declared war on CSA","1939","","Reichspakt","","Russia","1941","1943","","","No","1940","","","1942","Internationale (not France)","1940","1941","1940","Yes, during or after WK2","Yes, successfully","Yes, was repelled","Split between starting nations","Chile","1938","","The Pact","The Ottoman Empire","","","","No","Hejaz;Assyria;Cyprus;Armenia;Tripolitania;Cyrenaica","Split between starting nations","Yes","No","No","No","Nobody","","","","","","Anqing Clique","1937",""
"2022/04/11 7:55:22 PM GMT+4","","Dev","Pelmen","Yes","","","1944","2022-04-11","No","","Single-player","CNT-FAI","1938","Indochina","1938","","","","","","","Yes, sided with USA","1939","","","","","","","1943","","No","1939","","","","","1940","","1940","No","Yes, was repelled","Yes, successfully","Italian Republic/Federation","Chile","1941","","The Pact","The Cairo Pact","","","","Yes, but OTT still lost the war","Hejaz;Assyria;Cyprus;Armenia;Tripolitania;Cyrenaica","Split between starting nations","Yes","Yes, someone else started the war","No","No","Nobody","","","","Mongolia and Tibet","1941","Nanjing Clique","1936",""
"2022/04/11 7:55:36 PM GMT+4","","Dev","Pelmen","Yes","","","1944","2022-04-11","No","","Single-player","Kingdom of Spain","1939","Indochina","1937","","","","","NEE","1941","Yes, declared war on CSA","1939","","Reichspakt","","Reichspakt","","1941","1941","","No","1940","","","","","Did not join","","Did not join","","No","Yes, successfully","Split between starting nations","Chile","1938","","The Pact","The Ottoman Empire","","","","No","Assyria;Cyprus;Armenia;Tripolitania;Cyrenaica","Dominion of India","No","Yes, someone else started the war","No","No","Nobody","","Republic of East Turkestan","1941","Ma Clique","1941","Anqing Clique","1937",""
"2022/04/11 7:55:48 PM GMT+4","","Dev","Pelmen","Yes","","","1944","2022-04-11","No","","Single-player","Carlists","1942","","","","USA","","","","1942","Yes, declared war on CSA","1939","","Reichspakt","","","","1942","","","No","Did not join","","","","","1940","","1940","No","Yes, successfully","Yes, was repelled","Sardinia","Chile","1938","","The Pact","","The Ottoman Empire","","","No","Kurdistan;Armenia","Bharatiya Commune","No","No","Yes, Japan started the war","No","Nobody","","","","Mongolia and Tibet","1941","Nanjing Clique","1936",""
"2022/04/11 7:56:01 PM GMT+4","","Dev","Pelmen","Yes","","","1944","2022-04-11","No","","Single-player","Carlists","1940","Indochina","1937","","","USA","","","1940","No","1939","","Reichspakt","","","","1941","1941","","No","1940","","","","","1940","","1942","No","No","Yes, successfully","Two Sicilies","Argentina","1941","","The Pact","The Ottoman Empire","","","","No","Cyprus;Armenia;Tripolitania","Split between starting nations","No","No","No","No","Nobody","","","","","","Nanjing Clique","1936",""
"2022/04/11 7:56:14 PM GMT+4","","Dev","Pelmen","Yes","","","1943","2022-04-11","No","","Single-player","CNT-FAI","1940","Indochina","1937","","","","NEE","","1942","Yes, sided with PSA","1939","","Reichspakt","","Reichspakt","","1943","1943","","No","1940","","","","","1940","","1940","No","Yes, successfully","Yes, successfully","Italian Republic/Federation","","","","The Pact","","The Ottoman Empire","","","No","Assyria;Armenia;Cyrenaica","Split between starting nations","Yes","Yes, someone else started the war","No","No","Nobody","","Republic of East Turkestan","1940","Mongolia and Tibet","1943","Nanjing Clique","1936",""
"2022/04/11 7:56:26 PM GMT+4","","Dev","Pelmen","Yes","","","1943","2022-04-11","No","","Single-player","CNT-FAI","1938","Indochina","1937","","","","","","","Yes, sided with PSA","1939","","Reichspakt","","Reichspakt","","1941","","1943","No","1940","","","","","Did not join","","Did not join","","Yes, successfully","No","Split between starting nations","Chile","1938","","The Pact","The Ottoman Empire","","","","No","Iraq;Cyprus;Armenia;Tripolitania;Cyrenaica","Bharatiya Commune","Yes","Yes, Japan started the war","No","No","Nobody","","","","","","Nanjing Clique","1936",""
"2022/04/11 7:56:40 PM GMT+4","","Dev","Pelmen","Yes","","","1944","2022-04-11","No","","Single-player","CNT-FAI","1938","","","","","","","TEX","1941","Yes, declared war on CSA","1939","","Internationale","","Russia","1941","","","","No","1940","","","1943","Internationale (not France)","1939","1942","","","No","Yes, was repelled","Socialist Republic of Italy","Argentina","1941","","Bulgaria","","","The Cairo Pact","","Yes, but OTT still lost the war","Assyria;Cyprus;Armenia;Tripolitania;Cyrenaica","Bharatiya Commune","No","No","No","No","Nobody","","Republic of East Turkestan","1937","Mongolia and Tibet","1938","Nanjing Clique","1936",""
"2022/04/11 7:56:52 PM GMT+4","","Dev","Pelmen","Yes","","","1944","2022-04-11","No","","Single-player","CNT-FAI","1939","Indochina","1937","","","","","","","Yes, declared war on CSA","1939","","Internationale","","Russia","1940","","","","No","1940","","","1941","Internationale (not France)","1940","1940","1940","Yes, during or after WK2","No","Yes, was repelled","Split between starting nations","Chile","1938","","The Pact","The Cairo Pact","","","","No","Hejaz;Assyria;Cyprus;Armenia;Tripolitania;Cyrenaica","Princely Federation/Hyderabad","No","Yes, someone else started the war","Yes, Japan started the war","No","Nobody","","","","","","Anqing Clique","1936",""
"2022/04/11 7:57:05 PM GMT+4","","Dev","Pelmen","Yes","","","1944","2022-04-11","No","","Single-player","Kingdom of Spain","1942","Indochina","1937","","CSA","","","","1944","Yes, declared war on CSA","1939","","","","","","","1942","","No","1940","","","1944","Germany/the Reichspakt","1939","","1939","No","Yes, was repelled","Yes, successfully","Two Sicilies","Argentina","1939","","The Pact","","The Ottoman Empire","","","No","Iraq;Kurdistan;Armenia","Dominion of India","No","No","Yes, Japan started the war","No","Nobody","","Republic of East Turkestan","1942","Mongolia and Tibet","1938","Anqing Clique","1936",""
"2022/04/11 7:57:17 PM GMT+4","","Dev","Pelmen","Yes","","","1944","2022-04-11","No","","Single-player","CNT-FAI","1938","Indochina","1938","USA","","","","","1941","No","1939","","Reichspakt","","","","1941","1941","","No","1940","","","","","1940","","1940","No","No","Yes, successfully","Sardinia","","","","The Pact","The Ottoman Empire","","","","Yes, and OTT won the war","Cyprus;Armenia","Dominion of India","No","No","No","No","Nobody","","Republic of East Turkestan","1938","","","Nanjing Clique","1936",""
"2022/04/11 7:57:30 PM GMT+4","","Dev","Pelmen","Yes","","","1943","2022-04-11","No","","Single-player","CNT-FAI","1937","Indochina","1939","","","","","","","Yes, sided with PSA","1939","","","","","","","1942","","No","1940","","","","","1939","","1939","No","Yes, was repelled","Yes, successfully","Split between starting nations","Peaceful Reunification","","","The Pact","The Ottoman Empire","","","","No","Cyprus;Armenia;Tripolitania;Cyrenaica","Princely Federation/Hyderabad","No","No","No","No","Nobody","","Republic of East Turkestan","1941","Ma Clique","1941","Nanjing Clique","1936",""
"2022/04/11 7:57:44 PM GMT+4","","Dev","Pelmen","Yes","","","1945","2022-04-11","No","","Single-player","Carlists","1942","Indochina","1940","","","","","TEX","1942","Yes, sided with PSA","1939","","Reichspakt","","Russia","1940","1942","","","No","1940","","","1943","Internationale (not France)","1939","1940","1939","Yes, during or after WK2","No","Yes, was repelled","Socialist Republic of Italy","Chile","1938","","The Pact","","","The Cairo Pact","","Yes, but OTT still lost the war","Kurdistan;Assyria;Cyprus;Armenia;Tripolitania;Cyrenaica","Bharatiya Commune","No","Yes, someone else started the war","No","No","Nobody","","Republic of East Turkestan","1938","","","Shandong Clique","1936",""
"2022/04/11 7:57:56 PM GMT+4","","Dev","Pelmen","Yes","","","1944","2022-04-11","No","","Single-player","Carlists","1940","Indochina","1938","","","","","","","No","1939","","Reichspakt","","","","1941","","","No","Did not join","","","","","Did not join","","Did not join","","Yes, successfully","Yes, was repelled","Two Sicilies","Argentina","1940","","The Pact","The Ottoman Empire","","","","Yes, and OTT won the war","Assyria;Cyprus;Armenia;Tripolitania;Cyrenaica","Princely Federation/Hyderabad","No","Yes, someone else started the war","No","No","Nobody","","Republic of East Turkestan","1939","Mongolia and Tibet","1938","Nanjing Clique","1936",""
"2022/04/11 7:58:09 PM GMT+4","","Dev","Pelmen","Yes","","","1944","2022-04-11","No","","Single-player","CNT-FAI","1938","Indochina","1939","","","","","","","Yes, declared war on CSA","1939","","Internationale","","Russia","1941","","","","No","1940","","","1943","Internationale (not France)","1940","","1940","Yes, before WK2","Yes, was repelled","Yes, was repelled","Socialist Republic of Italy","Chile","1937","","The Pact","The Cairo Pact","","","","No","Hejaz;Assyria;Cyprus;Armenia;Tripolitania;Cyrenaica","Princely Federation/Hyderabad","Yes","Yes, Russia started the war","Yes, Japan started the war","No","Nobody","","","","Mongolia and Tibet","1940","Left Kuomintang","1937",""
"2022/04/11 7:58:22 PM GMT+4","","Dev","Pelmen","Yes","","","1944","2022-04-11","No","","Single-player","CNT-FAI","1939","GEA (with or without Vietnam)","1938","","","","","CSA","1941","Yes, declared war on CSA","1939","","Internationale","","Russia","1941","","","","No","1940","","","1942","Commune of France","1939","1941","1939","Yes, during or after WK2","Yes, was repelled","No","Split between starting nations","Chile","1938","","The Pact","","The Ottoman Empire","","","No","Iraq;Armenia","Split between starting nations","No","Yes, someone else started the war","No","No","Nobody","","Republic of East Turkestan","1940","Mongolia and Tibet","1941","Nanjing Clique","1936",""
"2022/04/11 7:58:35 PM GMT+4","","Dev","Pelmen","Yes","","","1945","2022-04-11","No","","Single-player","Carlists","1939","Indochina","1937","","USA","","","","1943","No","1939","","Internationale","","Russia","1940","","","","No","1940","","","","","1939","1940","1939","Yes, during or after WK2","No","No","Split between starting nations","Argentina","1941","","The Pact","The Cairo Pact","","","","Yes, but OTT still lost the war","Iraq;Cyprus;Armenia;Tripolitania;Cyrenaica","Princely Federation/Hyderabad","No","No","No","No","Nobody","","Kumul Khanate","1940","","","Nanjing Clique","1937",""
"2022/04/11 7:58:48 PM GMT+4","","Dev","Pelmen","Yes","","","1944","2022-04-11","No","","Single-player","CNT-FAI","1938","Indochina","1937","","","CSA","","","1942","Yes, sided with PSA","1939","","Internationale","","Russia","1941","","","","No","1940","","","1941","Internationale (not France)","1939","1941","","","Yes, was repelled","Yes, was repelled","Socialist Republic of Italy","Argentina","1941","","Bulgaria","The Ottoman Empire","","","","Yes, and OTT won the war","Iraq;Cyprus;Armenia;Tripolitania","Princely Federation/Hyderabad","No","No","Yes, Japan started the war","No","Nobody","","Republic of East Turkestan","1941","Ma Clique","1938","Left Kuomintang","1937",""
"2022/04/11 7:59:01 PM GMT+4","","Dev","Pelmen","Yes","","","1945","2022-04-11","No","","Single-player","Kingdom of Spain","1940","Indochina","1936","","","USA","","","1940","No","1939","","Internationale","","Russia","1940","","","","No","1940","","","1942","Internationale (not France)","1940","","","","No","Yes, was repelled","Socialist Republic of Italy","Chile","1938","Argentina","Bulgaria","The Cairo Pact","","","","Yes, but OTT still lost the war","Iraq;Kurdistan;Cyprus;Armenia;Tripolitania","Split between starting nations","No","Yes, Russia started the war","Yes, Japan started the war","No","Nobody","","Xinjiang Clique","1937","","","Shandong Clique","1937",""
"2022/04/11 7:59:15 PM GMT+4","","Dev","Pelmen","Yes","","","1944","2022-04-11","No","","Single-player","CNT-FAI","1937","Indochina","1937","","","","","USA","1942","Yes, sided with PSA","1939","","Internationale","","Russia","1942","1942","","","No","1940","","","1943","Cairo Pact","1940","","1940","Yes, before WK2","No","Yes, was repelled","Socialist Republic of Italy","Argentina","1939","","The Pact","The Cairo Pact","","","","Yes, but OTT still lost the war","Hejaz;Assyria;Cyprus;Armenia;Tripolitania;Cyrenaica","Princely Federation/Hyderabad","Yes","Yes, someone else started the war","No","No","Nobody","","Republic of East Turkestan","1937","Mongolia and Tibet","1939","Nanjing Clique","1936",""
"2022/04/11 7:59:27 PM GMT+4","","Dev","Pelmen","Yes","","","1944","2022-04-11","No","","Single-player","Kingdom of Spain","1941","Indochina","1938","","","","TEX","","1943","Yes, declared war on CSA","1939","","","","Reichspakt","","","1942","","No","1940","","","1941","Internationale (not France)","1941","","1941","No","No","No","Two Sicilies","Argentina","1942","","The Pact","The Ottoman Empire","","","","Yes, and OTT won the war","Cyprus;Armenia;Tripolitania","Split between starting nations","Yes","No","No","No","Nobody","","","","","","Nanjing Clique","1936",""
"2022/04/11 7:59:40 PM GMT+4","","Dev","Pelmen","Yes","","","1944","2022-04-11","No","","Single-player","Carlists","1944","Indochina","1936","","","","","TEX","1940","Yes, sided with AUS","1939","","Reichspakt","","","","1944","1944","","No","1940","","","","","1939","","1939","No","Yes, successfully","Yes, successfully","Two Sicilies","","","","The Pact","","The Ottoman Empire","","","No","Iraq;Armenia;Cyrenaica","Bharatiya Commune","No","Yes, someone else started the war","No","No","Nobody","","Republic of East Turkestan","1940","Ma Clique","1940","Anqing Clique","1936",""
"2022/04/11 7:59:53 PM GMT+4","","Dev","Pelmen","Yes","","","1944","2022-04-11","No","","Single-player","CNT-FAI","1940","Indochina","1938","","","","","TEX","1943","Yes, declared war on CSA","1939","","Internationale","","Russia","1941","","","","Yes, during or after WK2","1940","1944","Internationale","1941","Internationale (not France)","1939","1941","1939","Yes, during or after WK2","Yes, was repelled","Yes, was repelled","Socialist Republic of Italy","Argentina","1940","","The Pact","The Cairo Pact","","","","No","Iraq;Armenia;Cyrenaica","Bharatiya Commune","No","Yes, someone else started the war","No","No","Fengtian alone","","Republic of East Turkestan","1943","Ma Clique","1938","Nanjing Clique","1936",""
