"Отметка времени","What is the highest role you have in the team?","Who are you? Please use your discord name starting with a capital letter without the numbers. Don't use your server nickname.","When did you play to? Note that if you didn't play until the end of the Weltkrieg it doesn't count towards the two games per month minimum.","Who won the Spanish Civil War?","When did the Spanish Civil War end?","Who won the Indochinese War?","When did the Indochinese civil war end?","Who won the American Civil War?","If the American Civil War was a two-way, who won it?","If the American Civil War was a three-way, who won it?","If MacArthur retreated EAST, who won the ACW?","If MacArthur retreated WEST, who won the ACW?","If MacArthur did NOT retreat, who won the ACW?","When did the American Civil War end?","Did Canada intervene in the ACW?","When did the 2nd Weltkrieg start?","When did the 2nd Weltkrieg end?","Who won the Franco-German part of the 2nd Weltkrieg?","Who won the Russo-German part of the 2nd Weltkrieg?","If the Reichspakt lost the 2nd Weltkrieg, when did they fall?","If the Internationale lost the 2nd Weltkrieg, when did France fall?","If the Internationale lost the 2nd Weltkrieg, when did Britain fall?","If Russia lost the 2nd Weltkrieg, when did they fall?","Did the Entente collapse?","If the Entente is alive, when did it join the Weltkrieg?","If Canada was defeated, when did they fall?","If Canada was defeated, who caused it?","If National France was defeated, when did they fall?","If National France was defeated, who did it?","If Austria is alive, when did it join the Weltkrieg?","If Austria intervened in the Weltkrieg and lost, when did they fall?","If the Pact won against Bulgaria, when did they attack Austria?","Did the Belgrade Pact win against Austria?","Did National France land on the mainland?","Did Canada land on Britain?","Who controls most of the Italian peninsula?","Who won the Argentinian-Chilean war?","When did the Argentinian-Chilean War end?","Who won the Argentinian-Brazilian war?","Who won the Fourth Balkan War? If one side is close to winning put them down.","When did the Fourth Balkan War end?","If the Ottomans went Kemalist and Russia DID NOT intervene against them, who won the War in the Desert?","If the Ottomans went Federalist and Russia DID NOT intervene against them, who won the War in the Desert? If one side is close to winning, put them down.","If the Ottomans went Kemalist and Russia DID intervene against them, who won the War in the Desert? If one side is close to winning, put them down.","If the Ottomans went Federalist and Russia DID intervene against them, who won the War in the Desert? If one side is close to winning, put them down.","When did the War in the Desert end?","Did Azerbaijan join the Ottomans against Persia?","Which tags revolted against the Ottomans during the course of the game? Check all that apply.","Who controls most of the Indian subcontinent?","Did the Netherlands go socialist?","Which faction did Greece join?","When did the Zhifeng War start?","When did the Second Sino-Japanese War start?","When did the Fading Sun happen?","When was Sichuan annexed?","When was Yunnan annexed?","When was Shanxi annexed?","When was Qing annexed?","When was Fengtian annexed?","Did Japan go to war with Russia?","Who united China?","How far did Japan push into China (if they attacked)?","Who won the Xinjiang Civil War?","When did the Xinjiang Civil War end?","Who won the Northwestern War?","When did the Northwestern War end?","Who was the victor of the League War?","When did the League War end?"
"2022/10/30 1:52:20 AM GMT+4","Dev","The Alpha Dog","1945","Carlists","1942, quarter 2","GEA (with or without Vietnam)","1937, quarter 4","USA","","USA","","","","1939, quarter 4","Yes, sided with USA","Late 1940","1941, quarter 3","Reichspakt","Nobody","","1941, quarter 3","1942, quarter 2","","No","1940, quarter 4","","","1942, quarter 1","Commune of France","1940, quarter 4","","1940, quarter 4","No","Yes, successfully","Yes, successfully","Italian Republic/Federation","Chile","1938, quarter 1","Did not happen","The Pact","1938, quarter 1","The Cairo Pact","","","","1939, quarter 2","No","Iraq;Hejaz;Kurdistan;Cyprus;Armenia;Tripolitania;Cyrenaica","Princely Federation/Hyderabad","No","Moscow Accord","Did not happen","Did not happen","Did not happen","1939","Did not happen","Did not happen","Did not happen","Did not happen","Started by Transamur","Nobody","","Nobody","Did not end","Mongolia and Tibet","1939","Left Kuomintang","Quarter 4, 1936"
"2022/10/30 1:52:33 AM GMT+4","Dev","The Alpha Dog","1944","Carlists","1939, quarter 2","GEA (with or without Vietnam)","1940, quarter 2","USA","","","USA","","","1942, quarter 3","No","Early 1940","1940, quarter 4","Reichspakt","Reichspakt","","1940, quarter 4","","","No","1940, quarter 2","","","","","Did not join","","Did not join","","Yes, successfully","No","Italian Republic/Federation","Chile","1938, quarter 1","Brazil","The Pact","1940, quarter 2","The Cairo Pact","","","","1939, quarter 2","Yes, but OTT still lost the war","Assyria;Cyprus;Armenia;Tripolitania;Cyrenaica","Bharatiya Commune","No","Moscow Accord","1938, quarter 2","Did not happen","Did not happen","Did not happen","1942","1941","1942","Did not happen","No","Nobody","","Nobody","Did not end","Ma Clique","1938","Nanjing Clique","Quarter 3, 1936"
"2022/10/30 1:52:46 AM GMT+4","Dev","The Alpha Dog","1945","Carlists","1942, quarter 3","Nobody","Did not end","USA","","","USA","","","1941, quarter 4","Yes, sided with USA","Late 1940","1940, quarter 4","Reichspakt","Reichspakt","","1940, quarter 4","","1944, quarter 4","No","1941, quarter 1","","","","","Did not join","","Did not join","","No","No","Italian Republic/Federation","Chile","1938, quarter 2","Brazil","The Pact","1938, quarter 1","","Nobody","","","Did not end","No","Armenia","Bharatiya Commune","No","Moscow Accord","1939, quarter 2","Did not happen","Did not happen","1943","1943","Did not happen","1941","Did not happen","Started by Japan","Nobody","","Republic of East Turkestan","1937","Mongolia and Tibet","1940","Left Kuomintang","Quarter 1, 1937"
"2022/10/30 1:52:59 AM GMT+4","Dev","The Alpha Dog","1945","CNT-FAI","1937, quarter 3","GEA (with or without Vietnam)","1943, quarter 2","USA","","USA","","","","1940, quarter 3","Yes, sided with USA","Late 1940","1941, quarter 2","Reichspakt","Reichspakt","","1941, quarter 2","","","No","1941, quarter 1","","","","","Did not join","","Did not join","","No","No","ANI Italy","Argentina","1939, quarter 1","Did not happen","The Pact","1937, quarter 2","","Nobody","","","Did not end","No","Iraq;Armenia;Cyrenaica","Split between starting nations","No","Moscow Accord","1939, quarter 3","1941","Did not happen","Did not happen","Did not happen","Did not happen","1941","Did not happen","Started by Transamur","Nobody","Could not push into China","Nobody","Did not end","Ma Clique","1944","Nanjing Clique","Quarter 2, 1937"
"2022/10/30 1:53:12 AM GMT+4","Dev","The Alpha Dog","1944","CNT-FAI","1937, quarter 3","Indochina","1938, quarter 3","USA","","USA","","","","1940, quarter 2","Yes, sided with USA","Late 1940","1943, quarter 2","Reichspakt","Reichspakt","","1943, quarter 2","1943, quarter 4","","No","1940, quarter 4","","","","","1940, quarter 4","","1940, quarter 4","No","Yes, successfully","Yes, successfully","Split between starting nations","Chile","1938, quarter 1","Did not happen","The Pact","1937, quarter 2","The Cairo Pact","","","","1941, quarter 3","Yes, but OTT still lost the war","Kurdistan;Cyprus;Armenia","Bharatiya Commune","No","Moscow Accord","1941, quarter 2","1942","Did not happen","1941","Did not happen","Did not happen","Did not happen","Did not happen","Started by Transamur","Nobody","Conquered only the coastal states","Republic of East Turkestan","1944","Nobody","Did not end","Left Kuomintang","Quarter 3, 1936"
"2022/10/30 1:53:26 AM GMT+4","Dev","The Alpha Dog","1944","Carlists","1938, quarter 2","GEA (with or without Vietnam)","1936, quarter 4","CSA","","","CSA","","","1943, quarter 1","No","Late 1940","1942, quarter 2","Reichspakt","Nobody","","1942, quarter 2","","","No","1941, quarter 2","","","","","1941, quarter 1","","1941, quarter 2","No","Yes, successfully","No","Split between starting nations","Chile","1938, quarter 2","Did not happen","The Pact","1937, quarter 2","The Cairo Pact","","","","1941, quarter 3","Yes, but OTT still lost the war","Iraq;Assyria;Cyprus;Armenia;Tripolitania;Cyrenaica","Bharatiya Commune","Yes","Moscow Accord","1938, quarter 3","1942","Did not happen","1943","1943","Did not happen","1942","Did not happen","Started by Japan","Nobody","Conquered all of China","Republic of East Turkestan","1943","Mongolia and Tibet","1938","Anqing Clique","Quarter 4, 1936"
"2022/10/30 1:53:39 AM GMT+4","Dev","The Alpha Dog","1949","CNT-FAI","1937, quarter 4","GEA (with or without Vietnam)","1937, quarter 1","TEX","","","","","TEX","1945, quarter 1","Yes, sided with USA","Late 1940","1941, quarter 3","Reichspakt","","","1941, quarter 3","1946, quarter 1","","No","1946, quarter 1","","","","","1940, quarter 4","","1940, quarter 4","No","No","Yes, successfully","Two Sicilies","Chile","1938, quarter 1","Did not happen","The Pact","1937, quarter 2","","Nobody","","","Did not end","No","Iraq;Kurdistan;Assyria;Armenia;Cyrenaica","Split between starting nations","No","Belgrade Pact","1937, quarter 4","Did not happen","Did not happen","1944","Did not happen","After 1945","After 1945","After 1945","No","Right-KMT","","Nobody","Did not end","Mongolia and Tibet","1940","Anqing Clique","Quarter 2, 1937"
"2022/10/30 1:53:53 AM GMT+4","Dev","The Alpha Dog","1946","CNT-FAI","1938, quarter 2","Indochina","1941, quarter 3","Nobody","","","","","Nobody","Did not end","Yes, declared war on CSA","Late 1940","1941, quarter 3","Reichspakt","Reichspakt","","1941, quarter 3","","","No","1941, quarter 1","","","","","1944, quarter 3","","1944, quarter 3","No","No","No","Italian Republic/Federation","Chile","1938, quarter 2","Did not happen","The Pact","1937, quarter 2","The Cairo Pact","","","","1939, quarter 2","Yes, but OTT still lost the war","Kurdistan;Armenia;Tripolitania","Princely Federation/Hyderabad","No","Belgrade Pact","1939, quarter 2","1942","Did not happen","Did not happen","Did not happen","1945","1945","Did not happen","No","Fengtian alone","Conquered all of China","Xinjiang Clique","1937","Mongolia and Tibet","1939","Nanjing Clique","Quarter 1, 1937"
"2022/10/30 1:54:06 AM GMT+4","Dev","The Alpha Dog","1945","CNT-FAI","1937, quarter 3","GEA (with or without Vietnam)","1938, quarter 2","CSA","","","","CSA","","1943, quarter 2","Yes, declared war on CSA","Early 1940","1942, quarter 1","Internationale","Russia","1942, quarter 1","","","","No","Did not join","","","1941, quarter 2","Commune of France","1940, quarter 3","1941, quarter 3","1940, quarter 3","Yes, during or after WK2","Yes, was repelled","No","Socialist Republic of Italy, on its own","Chile","1938, quarter 3","Argentina","The Pact","1937, quarter 3","The Cairo Pact","","Nobody","","1939, quarter 3","No","Kurdistan;Armenia;Tripolitania;Cyrenaica","Bharatiya Commune","No","Third Internationale","1939, quarter 1","1942","Did not happen","1942","1939","1941","1940","Did not happen","Started by Transamur","Nobody","Conquered all of China","Nobody","Did not end","Ma Clique","1940","Left Kuomintang","Quarter 1, 1937"
"2022/10/30 1:54:20 AM GMT+4","Dev","The Alpha Dog","1945","CNT-FAI","1937, quarter 2","GEA (with or without Vietnam)","1937, quarter 1","CSA","","","CSA","","","1941, quarter 4","Yes, sided with USA","Late 1940","1942, quarter 4","Reichspakt","Reichspakt","","1942, quarter 4","","","Yes, during or after WK2","1940, quarter 3","1943, quarter 2","CSA","1942, quarter 3","Commune of France","Did not join","","1941, quarter 2","No","Yes, successfully","No","Split between starting nations","Chile","1938, quarter 1","Did not happen","The Pact","1937, quarter 4","The Cairo Pact","","","","1941, quarter 2","Yes, but OTT still lost the war","Kurdistan;Armenia;Tripolitania","Split between starting nations","Yes","Third Internationale","1938, quarter 4","Did not happen","Did not happen","Did not happen","Did not happen","Did not happen","1942","Did not happen","No","Nobody","","Nobody","Did not end","Mongolia and Tibet","1938","Left Kuomintang","Quarter 1, 1937"
"2022/10/30 1:54:33 AM GMT+4","Dev","The Alpha Dog","1943","CNT-FAI","1937, quarter 3","GEA (with or without Vietnam)","1937, quarter 3","Nobody","","","","","Nobody","Did not end","No","Late 1940","Did not end","Nobody","Nobody","","","","","No","1940, quarter 4","","","","","1941, quarter 2","","1941, quarter 3","No","No","No","Italian Republic/Federation","Chile","1938, quarter 1","Did not happen","The Pact","1938, quarter 1","Nobody","","","","Did not end","No","Iraq;Cyprus;Armenia;Tripolitania;Cyrenaica","Bharatiya Commune","No","Belgrade Pact","1938, quarter 3","1942","Did not happen","Did not happen","1941","Did not happen","Did not happen","1942","No","Nobody","Could not push into China","Nobody","Did not end","Mongolia and Tibet","1938","Left Kuomintang","Quarter 1, 1937"
"2022/10/30 1:54:47 AM GMT+4","Dev","The Alpha Dog","1944","CNT-FAI","1938, quarter 1","GEA (with or without Vietnam)","1937, quarter 4","USA","","USA","","","","1940, quarter 2","No","Late 1940","Did not end","Nobody","Nobody","","","","","No","1941, quarter 1","","","1942, quarter 4","Commune of France","1941, quarter 1","1942, quarter 1","1941, quarter 2","Yes, during or after WK2","No","No","Italian Republic/Federation","Argentina","1941, quarter 1","Did not happen","The Pact","1937, quarter 3","The Cairo Pact","","Nobody","","1939, quarter 2","Yes, but OTT still lost the war","Iraq;Kurdistan;Cyprus;Armenia;Tripolitania","Split between starting nations","No","Moscow Accord","1940, quarter 3","1942","Did not happen","Did not happen","1940","1941","1944","1942","No","Nobody","Conquered all of China","Republic of East Turkestan","1940","Mongolia and Tibet","1940","Shandong Clique","Quarter 1, 1937"
"2022/10/30 1:56:17 AM GMT+4","Dev","The Alpha Dog","1945","Kingdom of Spain","1940, quarter 2","GEA (with or without Vietnam)","1936, quarter 4","CSA","","","CSA","","","1940, quarter 3","No","Mid 1940","1941, quarter 2","Reichspakt","Reichspakt","","1941, quarter 2","","","Yes, during or after WK2","1940, quarter 1","1941, quarter 3","Someone else","","","1941, quarter 3","","1941, quarter 2","No","No","No","Italian Republic/Federation","Chile","1938, quarter 2","Did not happen","The Pact","1937, quarter 4","Nobody","","","","Did not end","No","Kurdistan;Armenia;Tripolitania;Cyrenaica","Bharatiya Commune","Yes","Moscow Accord","1938, quarter 4","1940","Did not happen","Did not happen","1940","1943","Did not happen","1940","Started by Transamur","Nobody","Could not push into China","Republic of East Turkestan","1938","Nobody","Did not end","Shandong Clique","Quarter 1, 1937"
"2022/10/30 1:56:30 AM GMT+4","Dev","The Alpha Dog","1945","CNT-FAI","1939, quarter 1","GEA (with or without Vietnam)","1937, quarter 3","TEX","","","","","TEX","1940, quarter 4","Yes, sided with NEE","Early 1940","1941, quarter 2","Internationale","Russia","1941, quarter 2","","","","No","1940, quarter 2","","","1945, quarter 1","Commune of France","1940, quarter 2","1942, quarter 3","1940, quarter 2","Yes, during or after WK2","Yes, was repelled","No","Split between starting nations","Chile","1938, quarter 1","Did not happen","The Pact","1937, quarter 3","Nobody","","","","Did not end","No","Kurdistan;Armenia;Tripolitania;Cyrenaica","Dominion of India","Yes","Reichspakt","1938, quarter 3","Did not happen","Did not happen","1942","1941","1942","1940","1943","Started by Russia","Nobody","","Nobody","Did not end","Mongolia and Tibet","1939","Left Kuomintang","Quarter 4, 1936"
"2022/10/30 1:56:44 AM GMT+4","Dev","The Alpha Dog","1944","CNT-FAI","1937, quarter 3","GEA (with or without Vietnam)","1938, quarter 1","Nobody","","","","Nobody","","Did not end","Yes, sided with NEE","Late 1940","1941, quarter 4","Reichspakt","Nobody","","1941, quarter 4","","","No","1943, quarter 2","","","","","1940, quarter 4","","","","No","No","Split between starting nations","Chile","1938, quarter 2","Did not happen","Bulgaria","1938, quarter 2","Nobody","","","","Did not end","Yes, and the war did not end","Iraq;Kurdistan;Armenia;Tripolitania;Cyrenaica","Princely Federation/Hyderabad","Yes","Third Internationale","1940, quarter 3","1940","Did not happen","1940","1940","1939","Did not happen","1941","Started by Transamur","Zhili Qing","Could not push into China","Republic of East Turkestan","1938","Ma Clique","1941","Anqing Clique","Quarter 3, 1936"
"2022/10/30 1:56:57 AM GMT+4","Dev","The Alpha Dog","1945","CNT-FAI","1937, quarter 3","GEA (with or without Vietnam)","1936, quarter 4","Nobody","","","","Nobody","","Did not end","Yes, sided with PSA","Late 1940","1942, quarter 2","Reichspakt","","","1942, quarter 2","","","No","1941, quarter 1","","","1942, quarter 3","Commune of France","Did not join","","Did not join","","Yes, successfully","No","Italian Republic/Federation","Chile","1939, quarter 1","Argentina","The Pact","1937, quarter 3","The Cairo Pact","","Nobody","","1942, quarter 1","No","Assyria;Armenia;Tripolitania;Cyrenaica","Split between starting nations","No","Moscow Accord","1938, quarter 2","Did not happen","Did not happen","Did not happen","Did not happen","1938","Did not happen","Did not happen","Started by Transamur","Nobody","","Kumul Khanate","1943","Mongolia and Tibet","1940","Nanjing Clique","Quarter 4, 1936"
"2022/10/30 1:57:12 AM GMT+4","Dev","The Alpha Dog","1944","CNT-FAI","1937, quarter 4","GEA (with or without Vietnam)","1937, quarter 3","TEX","","","","","TEX","1941, quarter 3","No","Late 1940","1942, quarter 2","Reichspakt","Nobody","","1942, quarter 2","","","Yes, during or after WK2","1940, quarter 4","1944, quarter 2","Someone else","1941, quarter 4","Commune of France","1940, quarter 4","1944, quarter 2","1940, quarter 4","Yes, during or after WK2","Yes, successfully","Yes, was repelled","Socialist Republic of Italy, on its own","Chile","1939, quarter 2","Did not happen","The Pact","1937, quarter 3","The Cairo Pact","","","","1940, quarter 1","Yes, but OTT still lost the war","Iraq;Assyria;Cyprus;Armenia;Tripolitania;Cyrenaica","Bharatiya Commune","No","Belgrade Pact","1939, quarter 1","Did not happen","Did not happen","1944","1944","Did not happen","1943","Did not happen","No","Nobody","","Nobody","Did not end","Mongolia and Tibet","1941","Nanjing Clique","Quarter 1, 1937"
"2022/10/30 1:57:26 AM GMT+4","Dev","The Alpha Dog","1945","CNT-FAI","1937, quarter 3","GEA (with or without Vietnam)","1941, quarter 1","CSA","","","","","CSA","1940, quarter 4","Yes, sided with NEE","Late 1940","1942, quarter 3","Internationale","Russia","1942, quarter 3","","","","No","1941, quarter 1","","","1941, quarter 4","Someone else","1940, quarter 4","1942, quarter 4","1940, quarter 4","Yes, during or after WK2","No","No","Socialist Republic of Italy, with INT aid","Chile","1938, quarter 1","Did not happen","The Pact","1937, quarter 1","The Cairo Pact","","Nobody","","1941, quarter 2","No","Iraq;Cyprus;Armenia;Tripolitania;Cyrenaica","Dominion of India","Yes","Third Internationale","1938, quarter 2","1939","Did not happen","1940","Did not happen","Did not happen","Did not happen","1941","Started by Russia","Nobody","Could not push into China","Republic of East Turkestan","1942","Mongolia and Tibet","1939","Nanjing Clique","Quarter 4, 1936"
"2022/10/30 1:57:40 AM GMT+4","Dev","The Alpha Dog","1947","Carlists","1938, quarter 2","GEA (with or without Vietnam)","1937, quarter 2","CSA","","","","CSA","","1946, quarter 1","Yes, declared war on CSA","Late 1940","1941, quarter 3","Reichspakt","Reichspakt","","1941, quarter 3","","","No","1946, quarter 1","","","","","1944, quarter 2","","1944, quarter 2","No","No","No","Split between starting nations","Chile","1938, quarter 1","Did not happen","The Pact","1938, quarter 1","","The Ottoman Empire","","","1946, quarter 1","No","Armenia;Cyrenaica","Split between starting nations","Yes","Belgrade Pact","1939, quarter 1","1941","Did not happen","Did not happen","1944","1939","Did not happen","Did not happen","Started by Japan","Nobody","Conquered all of China","Republic of East Turkestan","1940","Mongolia and Tibet","1940","Nanjing Clique","Quarter 1, 1937"
"2022/10/30 1:57:54 AM GMT+4","Dev","The Alpha Dog","1945","CNT-FAI","1938, quarter 4","GEA (with or without Vietnam)","1937, quarter 3","TEX","","","","","TEX","1943, quarter 3","Yes, sided with PSA","Late 1940","1941, quarter 3","Reichspakt","Reichspakt","","1941, quarter 3","","","Yes, during or after WK2","1940, quarter 4","1943, quarter 3","USA/TEX/PSA","","","Did not join","","Did not join","","Yes, successfully","Yes, was repelled","Split between starting nations","Chile","1938, quarter 1","Brazil","The Pact","1937, quarter 3","Nobody","","","","Did not end","No","Armenia;Cyrenaica","Bharatiya Commune","No","Third Internationale","1939, quarter 1","Did not happen","Did not happen","Did not happen","Did not happen","Did not happen","1941","1944","No","Nobody","","Xinjiang Clique","","Mongolia and Tibet","1938","Left Kuomintang","Quarter 4, 1936"
"2022/10/30 1:58:08 AM GMT+4","Dev","The Alpha Dog","1944","CNT-FAI","1937, quarter 4","Nobody","Did not end","Nobody","","","","","Nobody","Did not end","Yes, sided with NEE","Late 1940","Did not end","Nobody","Nobody","","","","","No","Did not join","","","1941, quarter 4","Someone else","1941, quarter 2","","1941, quarter 2","No","No","No","Socialist Republic of Italy, with INT aid","Chile","1939, quarter 1","Did not happen","The Pact","1937, quarter 3","The Cairo Pact","","","","1939, quarter 2","Yes, but OTT still lost the war","Hejaz;Kurdistan;Cyprus;Armenia;Tripolitania","Bharatiya Commune","Yes","Moscow Accord","1938, quarter 4","1940","Did not happen","1943","1944","1943","Did not happen","1941","Started by Transamur","Zhili Qing","Could not push into China","Republic of East Turkestan","1942","Mongolia and Tibet","1940","Nanjing Clique","Quarter 4, 1936"
